Fecha,S&P500,Comunicaciones,Servicios Públicos,Energético,Inmobiliario,Bienes Consumo Perecederos,Bienes Consumo Duradero,Industrial,Material,Financiero,Tecnológico,Salud
2000-01-03,1455.219970703125,,12.175935745239258,14.830891609191895,,13.234908103942871,22.92438316345215,18.979503631591797,15.398961067199707,11.698803901672363,42.20931625366211,21.5717716217041
2000-01-04,1399.4200439453125,,11.808652877807617,14.551713943481445,,12.862227439880371,22.2347412109375,18.455156326293945,15.250720024108887,11.187383651733398,40.06790542602539,21.082263946533203
2000-01-05,1402.1099853515625,,12.106640815734863,14.935569763183594,,13.089472770690918,21.96126937866211,18.372905731201172,15.88076114654541,11.099479675292969,39.47307205200195,20.89314079284668
2000-01-06,1403.449951171875,,12.085848808288574,15.511361122131348,,13.334900856018066,22.210962295532227,18.61965560913086,16.288433074951172,11.586932182312012,38.164451599121094,20.959888458251953
2000-01-07,1441.469970703125,,12.189801216125488,15.677105903625488,,14.180254936218262,23.257305145263672,19.329082489013672,16.279165267944336,11.778717041015625,38.830650329589844,21.21576690673828
2000-01-10,1457.5999755859375,,12.231377601623535,15.54625415802002,,13.862113952636719,23.138404846191406,19.329082489013672,16.22357940673828,11.57094955444336,40.30583953857422,23.38518524169922
2000-01-11,1438.56005859375,,12.099706649780273,15.563706398010254,,13.862113952636719,23.007606506347656,19.08232307434082,16.029010772705078,11.37916374206543,39.16376495361328,22.762174606323242
2000-01-12,1432.25,,11.97497272491455,15.493911743164062,,13.93483829498291,22.876813888549805,18.85613441467285,15.797375679016113,11.60291576385498,38.99721908569336,22.383909225463867
2000-01-13,1449.6800537109375,,11.864090919494629,15.764357566833496,,14.007551193237305,22.99571990966797,19.21598243713379,15.862239837646484,11.954520225524902,39.35410690307617,23.051429748535156
2000-01-14,1465.1500244140625,,11.96111011505127,15.668395042419434,,14.05300235748291,22.93627166748047,19.08232307434082,15.751044273376465,12.234200477600098,40.25825500488281,22.85117530822754
2000-01-18,1455.1400146484375,,11.912599563598633,15.860319137573242,,13.816658020019531,22.80547523498535,19.061758041381836,15.371172904968262,11.826663970947266,40.472389221191406,22.428415298461914
2000-01-19,1455.9000244140625,,11.91952896118164,15.807981491088867,,13.916647911071777,22.757902145385742,19.000078201293945,15.074679374694824,11.786707878112793,40.543785095214844,22.96242904663086
2000-01-20,1445.5699462890625,,11.97497272491455,15.807981491088867,,13.725767135620117,22.44876480102539,18.876697540283203,14.67626667022705,11.57094955444336,40.78172302246094,22.784421920776367
2000-01-21,1441.3599853515625,,12.363045692443848,16.244176864624023,,13.571232795715332,21.98504638671875,18.640220642089844,14.741134643554688,11.42711353302002,40.82927703857422,22.73992347717285
2000-01-24,1401.530029296875,,12.196725845336914,15.668395042419434,,13.180371284484863,21.16462516784668,18.1055850982666,14.351984977722168,11.219345092773438,39.49687957763672,22.061283111572266
2000-01-25,1410.030029296875,,11.912599563598633,15.633500099182129,,13.016756057739258,21.29542350769043,18.002771377563477,14.083282470703125,11.339210510253906,40.341552734375,22.217039108276367
2000-01-26,1404.0899658203125,,11.857154846191406,15.389226913452148,,13.13491439819336,21.449987411499023,18.146705627441406,14.083282470703125,11.762730598449707,39.020999908447266,22.116910934448242
2000-01-27,1398.56005859375,,11.78093433380127,15.075154304504395,,13.380346298217773,21.390535354614258,18.249523162841797,14.157407760620117,11.890591621398926,38.640323638916016,21.983407974243164
2000-01-28,1360.1600341796875,,11.718562126159668,14.900673866271973,,13.271272659301758,20.546337127685547,17.76630210876465,13.916509628295898,11.475062370300293,37.26030349731445,21.53839683532715
2000-01-31,1394.4599609375,,12.259096145629883,15.249638557434082,,13.51669692993164,20.70090675354004,17.889680862426758,13.833124160766602,11.794694900512695,38.49754333496094,21.438270568847656
2000-02-01,1409.280029296875,,12.16900634765625,15.214739799499512,,13.380346298217773,21.449987411499023,17.76630210876465,14.083282470703125,11.858625411987305,39.30653381347656,21.71639633178711
2000-02-02,1409.1199951171875,,12.106640815734863,15.310704231262207,,13.407614707946777,21.30730438232422,17.776588439941406,14.148148536682129,11.738760948181152,39.59202575683594,22.25041961669922
2000-02-03,1424.969970703125,,12.085848808288574,15.1274995803833,,13.225823402404785,21.390535354614258,17.76630210876465,13.907243728637695,11.666841506958008,40.73411178588867,22.450666427612305
2000-02-04,1424.3699951171875,,12.023476600646973,14.691300392150879,,13.216727256774902,21.35486602783203,17.83826446533203,13.888713836669922,11.546977043151855,41.209991455078125,22.52853012084961
2000-02-07,1424.239990234375,,11.988831520080566,14.857054710388184,,13.19854736328125,20.903047561645508,17.52984046936035,13.620024681091309,11.42711353302002,41.68585205078125,22.161407470703125
2000-02-08,1441.719970703125,,12.01655101776123,14.72618579864502,,13.362167358398438,21.37864875793457,17.60179328918457,13.58295726776123,11.554970741271973,42.06654357910156,22.40616226196289
2000-02-09,1411.7099609375,,12.01655101776123,14.237645149230957,,13.244001388549805,21.02193832397461,17.41673469543457,13.314263343811035,11.283273696899414,41.54309844970703,22.00566291809082
2000-02-10,1416.8299560546875,,11.843297958374023,14.534263610839844,,12.798590660095215,20.83168601989746,17.11857032775879,13.203082084655762,10.971624374389648,42.530513763427734,21.8165340423584
2000-02-11,1387.1199951171875,,11.635400772094727,14.359783172607422,,12.553166389465332,20.534446716308594,16.75871467590332,12.878793716430664,10.99560546875,41.40034484863281,21.82765769958496
2000-02-14,1389.93994140625,,11.649259567260742,14.5866117477417,,12.616792678833008,20.641462326049805,17.02604103088379,13.09189510345459,11.0914888381958,41.42412185668945,21.42715072631836
2000-02-15,1402.050048828125,,11.62154483795166,15.197285652160645,,12.898578643798828,20.689016342163086,17.324195861816406,13.657084465026855,11.107470512390137,41.54309844970703,21.260271072387695
2000-02-16,1387.6700439453125,,11.57303524017334,15.267084121704102,,12.716782569885254,19.880477905273438,17.283071517944336,13.34206771850586,10.875736236572266,41.328948974609375,20.65950584411621
2000-02-17,1388.260009765625,,11.503727912902832,15.249638557434082,,12.525895118713379,19.309743881225586,17.35504722595215,13.314263343811035,10.739888191223145,42.256900787353516,20.648386001586914
2000-02-18,1346.0899658203125,,11.08100414276123,14.804708480834961,,12.380455017089844,19.024377822875977,16.974624633789062,12.906598091125488,10.356319427490234,40.82927703857422,20.08099937438965
2000-02-22,1352.1700439453125,,11.039430618286133,14.673847198486328,,12.580434799194336,19.071935653686523,17.25223731994629,13.314263343811035,10.452207565307617,40.73411178588867,19.936372756958008
2000-02-23,1360.68994140625,,10.810738563537598,14.289992332458496,,12.307741165161133,19.01249122619629,17.11857032775879,13.166024208068848,10.41225528717041,41.97136306762695,20.24786949157715
2000-02-24,1353.4300537109375,,10.4503755569458,14.13295841217041,,12.05322551727295,18.406089782714844,16.964351654052734,12.693488121032715,10.196501731872559,42.49482727050781,20.09212303161621
2000-02-25,1333.3599853515625,,10.394935607910156,13.85379409790039,,11.753253936767578,18.47743034362793,16.66618537902832,12.48965072631836,10.132572174072266,42.0903434753418,19.4691162109375
2000-02-28,1348.050048828125,,10.692934036254883,14.272546768188477,,11.980506896972656,19.143285751342773,16.717588424682617,12.526712417602539,10.460201263427734,41.590667724609375,19.81398582458496
2000-02-29,1366.4200439453125,,10.769159317016602,14.604061126708984,,11.935053825378418,19.547557830810547,16.902664184570312,12.443325996398926,10.532119750976562,42.54240798950195,20.03649139404297
2000-03-01,1379.18994140625,,11.240391731262207,14.970473289489746,,11.825969696044922,19.32163429260254,16.810131072998047,12.313614845275879,10.675957679748535,42.9706916809082,20.203372955322266
2000-03-02,1381.760009765625,,11.531454086303711,15.249638557434082,,11.853243827819824,19.297849655151367,16.87181282043457,12.044916152954102,10.61203384399414,43.398963928222656,20.11437225341797
2000-03-03,1409.1700439453125,,11.635400772094727,15.005367279052734,,11.7896146774292,19.654560089111328,17.334482192993164,12.434059143066406,10.70792007446289,44.60052490234375,20.39250946044922
2000-03-06,1391.280029296875,,11.30969524383545,14.918126106262207,,11.50782585144043,19.19083595275879,17.262510299682617,12.137568473815918,10.60403823852539,44.52914810180664,19.992000579833984
2000-03-07,1355.6199951171875,,11.178023338317871,15.947561264038086,,10.8897123336792,18.655778884887695,16.57366180419922,11.74842643737793,10.28439998626709,43.303802490234375,19.624860763549805
2000-03-08,1366.699951171875,,11.254264831542969,15.68584156036377,,11.226036071777344,18.881694793701172,16.748432159423828,11.998587608337402,10.164535522460938,44.06517791748047,19.52474594116211
2000-03-09,1401.68994140625,,11.344343185424805,15.703285217285156,,11.525999069213867,19.262182235717773,16.92322540283203,11.98005485534668,10.22047233581543,45.397605895996094,19.980865478515625
2000-03-10,1395.0699462890625,,11.344343185424805,15.493911743164062,,11.38965892791748,19.00059700012207,16.964351654052734,12.081979751586914,10.252442359924316,45.49279022216797,19.81398582458496
2000-03-13,1383.6199951171875,,11.378990173339844,15.267084121704102,,11.20786190032959,18.846027374267578,16.70732307434082,12.267289161682129,10.356319427490234,44.82658004760742,19.669374465942383
2000-03-14,1359.1500244140625,,11.302765846252441,15.459009170532227,,11.144229888916016,18.881694793701172,16.61478042602539,12.054182052612305,10.316364288330078,43.8034553527832,19.724992752075195
2000-03-15,1392.1400146484375,,11.36513614654541,15.389226913452148,,11.853243827819824,20.023164749145508,17.283071517944336,12.776875495910645,10.947649955749512,43.042076110839844,19.825122833251953
2000-03-16,1458.469970703125,,11.808652877807617,16.052244186401367,,12.362278938293457,21.4975528717041,18.218690872192383,13.52737045288086,11.890591621398926,44.541046142578125,20.8486385345459
2000-03-17,1464.469970703125,,11.90365982055664,15.56332778930664,,12.310771942138672,21.5513973236084,18.19445037841797,13.076526641845703,11.894115447998047,45.587947845458984,20.87088966369629
2000-03-20,1456.6300048828125,,11.854788780212402,15.318224906921387,,12.201349258422852,21.348861694335938,18.297475814819336,13.23440933227539,11.669548988342285,45.397605895996094,21.271398544311523
2000-03-21,1493.8699951171875,,11.777989387512207,15.808414459228516,,12.429326057434082,21.587142944335938,18.688976287841797,13.39229965209961,12.094625473022461,46.587284088134766,21.4049015045166
2000-03-22,1500.6400146484375,,11.505706787109375,15.685872077941895,,12.329010009765625,21.4918270111084,18.606557846069336,13.04866886138916,12.19888973236084,47.39624786376953,21.95002555847168
